sgan,type,suburb,size,length,critical,environment,laid date,block number,trunk,source
10096819,AC,SUNBURY,100,0.027902491,4,1,19620101,1,1,SUNBURY
10096821,AC,SUNBURY,100,0.041331792,4,1,19620101,1,1,SUNBURY
10096823,AC,SUNBURY,100,0.021353932000000003,4,1,19620101,1,1,SUNBURY
10096824,AC,SUNBURY,100,0.00385572,4,1,19620101,1,1,SUNBURY
10096245,CICL,SUNBURY,100,0.00529077,4,1,19750101,1,1,SUNBURY
11219436,PE,SUNBURY,100,0.02346698,4,1,20030101,1,1,SUNBURY
11219438,PE,SUNBURY,100,0.024199832999999997,4,1,20030101,1,1,SUNBURY
11219454,PVC,SUNBURY,100,0.034200237,4,1,20030101,1,1,SUNBURY
11220395,PVC,MELTON SOUTH,100,0.001000008,4,1,19930101,1,1,MELTON SOUTH
11222426,DICL,SUNBURY,100,0.0068000230000000005,4,1,20030101,1,1,SUNBURY
11222428,PVC,SUNBURY,100,0.00280001,4,1,20030101,1,1,SUNBURY
11222430,PVC,SUNBURY,100,0.001200004,4,1,20030101,1,1,SUNBURY
11222432,PVC,SUNBURY,100,0.027000092000000003,4,1,20030101,1,1,SUNBURY
11222436,DICL,SUNBURY,100,0.016500057,4,1,20030101,1,1,SUNBURY
11222438,PVC,SUNBURY,100,0.138525252,4,1,20030101,1,1,SUNBURY
11222440,PVC,SUNBURY,100,0.071040404,4,1,20030101,1,1,SUNBURY
11223142,PVC,BROOKFIELD,100,0.023200166,4,1,20030101,1,1,BROOKFIELD
11223147,PVC,BROOKFIELD,100,0.195745867,4,1,19870101,1,1,BROOKFIELD
11222538,PVC,BROOKFIELD,100,0.183287946,4,1,19870101,1,1,BROOKFIELD
11222540,PVC,BROOKFIELD,100,0.15431901,4,1,19870101,1,1,BROOKFIELD
11223135,PVC,BROOKFIELD,100,0.003965132,4,1,20030101,1,1,BROOKFIELD
11223139,PVC,BROOKFIELD,100,0.011052111000000002,4,1,20030101,1,1,BROOKFIELD
11004521,PVC,SUNBURY,100,0.063342639,4,1,20020101,1,1,SUNBURY
11004523,PVC,SUNBURY,100,0.017340626,4,1,20020101,1,1,SUNBURY
10102821,CICL,SUNBURY,100,0.012031921000000001,4,1,19760101,1,1,SUNBURY
380980,AC,SUNBURY,100,0.033178211,4,1,19620101,1,1,SUNBURY
10102467,AC,SUNBURY,100,0.027193607999999998,4,1,19620101,1,1,SUNBURY
10102470,AC,SUNBURY,100,0.024272362999999998,4,1,19620101,1,1,SUNBURY
10102484,AC,SUNBURY,100,0.11278216199999999,4,1,19620101,1,1,SUNBURY
10102549,AC,SUNBURY,100,0.09691946300000001,4,1,19620101,1,1,SUNBURY
10102591,AC,SUNBURY,100,0.022062488999999998,4,1,19620101,1,1,SUNBURY
10102599,AC,SUNBURY,100,0.022552548,4,1,19620101,1,1,SUNBURY
10102561,AC,SUNBURY,100,0.00294238,4,1,19620101,1,1,SUNBURY
10102587,AC,SUNBURY,100,0.10023702300000001,4,1,19620101,1,1,SUNBURY
10102546,AC,SUNBURY,100,0.017274951,4,1,19620101,1,1,SUNBURY
10102557,AC,SUNBURY,100,0.026853645,4,1,19620101,1,1,SUNBURY
10102559,AC,SUNBURY,100,0.11219370099999999,4,1,19620101,1,1,SUNBURY
10102567,AC,SUNBURY,100,0.038626778,4,1,19620101,1,1,SUNBURY
10102568,AC,SUNBURY,100,0.016101965,4,1,19620101,1,1,SUNBURY
10102570,AC,SUNBURY,100,0.007987353,4,1,19620101,1,1,SUNBURY
10102574,AC,SUNBURY,100,0.103471594,4,1,19620101,1,1,SUNBURY
10102581,PVC,SUNBURY,100,0.013754738999999998,4,1,20000101,1,1,SUNBURY
10102582,AC,SUNBURY,100,0.00073419,4,1,19620101,1,1,SUNBURY
10102590,AC,SUNBURY,100,0.095129861,4,1,19620101,1,1,SUNBURY
11313660,PVC,SUNBURY,100,0.158110386,4,1,20031101,1,1,SUNBURY
11313704,DICL,SUNBURY,100,0.011000071,4,1,20031101,1,1,SUNBURY
10094332,PVC,SUNBURY,100,0.052829077,4,1,19900101,1,1,SUNBURY
10084896,PVC,SUNBURY,100,0.121320643,4,1,19840101,1,1,SUNBURY
10085534,PVC,SUNBURY,100,0.008150938,4,1,19820101,1,1,SUNBURY
10085536,PVC,SUNBURY,100,0.144784215,4,1,19820101,1,1,SUNBURY
10085538,PVC,SUNBURY,100,0.065055994,4,1,19820101,1,1,SUNBURY
10092988,PVC,SUNBURY,100,0.053399681,4,1,19950101,1,1,SUNBURY
10092990,DICL,SUNBURY,100,0.01671369,4,1,19950101,1,1,SUNBURY
10093041,DICL,SUNBURY,100,0.018224194,4,1,19900101,1,1,SUNBURY
10093042,PVC,SUNBURY,100,0.005894914,4,1,19900101,1,1,SUNBURY
10093044,PVC,SUNBURY,100,0.001871829,4,1,19900101,1,1,SUNBURY
10093067,DICL,SUNBURY,100,0.019910277,4,1,19910101,1,1,SUNBURY
10093069,PVC,SUNBURY,100,0.002612842,4,1,19910101,1,1,SUNBURY
10093073,PVC,SUNBURY,100,0.024083356,4,1,19900101,1,1,SUNBURY
10093074,PVC,SUNBURY,100,0.09199528800000001,4,1,19910101,1,1,SUNBURY
10093092,PVC,SUNBURY,100,0.11618184599999999,4,1,19940101,1,1,SUNBURY
10093094,PVC,SUNBURY,100,0.048382285,4,1,19940101,1,1,SUNBURY
10093096,PVC,SUNBURY,100,0.003761475,4,1,19940101,1,1,SUNBURY
10079755,PVC,BULLA,100,0.0005,4,1,19750101,1,1,BULLA
10079762,AC,BULLA,100,0.001963962,4,1,19750101,1,1,BULLA
10079765,PVC,BULLA,100,0.00513971,4,1,19760101,1,1,BULLA
10079766,PVC,BULLA,100,0.099999431,4,1,19760101,1,1,BULLA
10079770,PVC,BULLA,100,0.0063944990000000005,4,1,19760101,1,1,BULLA
10079772,PVC,BULLA,100,0.053151592000000004,4,1,19760101,1,1,BULLA
10079774,PVC,BULLA,100,0.125444991,4,1,19760101,1,1,BULLA
10079775,PVC,BULLA,100,0.09545956400000001,4,1,19760101,1,1,BULLA
10079778,PVC,BULLA,100,0.013083025,4,1,19760101,1,1,BULLA
10079783,PVC,BULLA,100,0.022475932,4,1,19760101,1,1,BULLA
10079791,AC,BULLA,100,0.002203914,4,1,19760101,1,1,BULLA
10079793,AC,BULLA,100,0.001687066,4,1,19760101,1,1,BULLA
10079800,AC,BULLA,100,0.11656071400000001,4,1,19750101,1,1,BULLA
10079801,AC,BULLA,100,0.004278589,4,1,19750101,1,1,BULLA
10079803,PVC,BULLA,100,0.046741525,4,1,19750101,1,1,BULLA
10097143,AC,SUNBURY,100,0.003810423,4,1,19620101,1,1,SUNBURY
10097144,AC,SUNBURY,100,0.019403467,4,1,19620101,1,1,SUNBURY
10097145,AC,SUNBURY,100,0.024515112999999998,4,1,19620101,1,1,SUNBURY
10097153,AC,SUNBURY,100,0.091585894,4,1,19720101,1,1,SUNBURY
10097154,AC,SUNBURY,100,0.062913845,4,1,19720101,1,1,SUNBURY
10097155,AC,SUNBURY,100,0.024381622999999998,4,1,19720101,1,1,SUNBURY
10097156,AC,SUNBURY,100,0.00808916,4,1,19620101,1,1,SUNBURY
10097220,AC,SUNBURY,100,0.052966168,4,1,19620101,1,1,SUNBURY
10097206,AC,SUNBURY,100,0.020392346999999998,4,1,19620101,1,1,SUNBURY
10097208,AC,SUNBURY,100,0.004781212,4,1,19620101,1,1,SUNBURY
10097210,AC,SUNBURY,100,0.051388330999999995,4,1,19620101,1,1,SUNBURY
10091167,PVC,SUNBURY,100,0.00577742,4,1,19930101,1,1,SUNBURY
10091169,PVC,SUNBURY,100,0.051643627000000004,4,1,19930101,1,1,SUNBURY
10091170,PVC,SUNBURY,100,0.038358428,4,1,19930101,1,1,SUNBURY
10097923,AC,SUNBURY,100,0.062825485,4,1,19720101,1,1,SUNBURY
11217314,PVC,SUNBURY,100,0.001100007,4,1,20030101,1,1,SUNBURY
11217316,PVC,SUNBURY,100,0.126861975,4,1,20030101,1,1,SUNBURY
11219105,PVC,GISBORNE,100,0.0030997359999999996,4,1,19870101,1,1,GISBORNE
10157287,AC,MELTON,100,0.029233207,4,1,19740101,1,1,MELTON
10157306,AC,MELTON,100,0.015402265,4,1,19690101,1,1,MELTON
10157308,AC,MELTON,100,0.07683955,4,1,19700101,1,1,MELTON
10157310,AC,MELTON,100,0.012982105,4,1,19700101,1,1,MELTON
10157311,CI,MELTON,100,0.016407843000000002,4,1,19700101,1,1,MELTON
10157313,AC,MELTON,100,0.030023845,4,1,19700101,1,1,MELTON
10157316,AC,MELTON,100,0.053985539000000006,4,1,19700101,1,1,MELTON
10118269,PVC,KURUNJANG,100,0.044451877,4,1,19880101,1,1,KURUNJANG
10118271,PVC,KURUNJANG,100,0.061634403,4,1,19880101,1,1,KURUNJANG
10157567,AC,MELTON,100,0.007172507,4,1,19650101,1,1,MELTON
10157569,AC,MELTON,100,0.00626743,4,1,19650101,1,1,MELTON
11004426,AC,MELTON WEST,100,0.0026589720000000003,4,1,19690101,1,1,MELTON WEST
11004428,AC,MELTON WEST,100,0.002000031,4,1,19690101,1,1,MELTON WEST
10157760,DICL,KURUNJANG,100,0.011806156000000002,4,1,20020101,1,1,KURUNJANG
10157795,PVC,KURUNJANG,100,0.106128385,4,1,20020101,1,1,KURUNJANG
10094224,PVC,SUNBURY,100,0.060272739000000006,4,1,19940101,1,1,SUNBURY
10094226,DICL,SUNBURY,100,0.015723732,4,1,19940101,1,1,SUNBURY
10094227,PVC,SUNBURY,100,0.003178508,4,1,19940101,1,1,SUNBURY
10094229,PVC,SUNBURY,100,0.08193637200000001,4,1,19940101,1,1,SUNBURY
10094231,PVC,SUNBURY,100,0.087303487,4,1,19890101,1,1,SUNBURY
10094232,PVC,SUNBURY,100,0.0044992159999999995,4,1,19890101,1,1,SUNBURY
10094234,PVC,SUNBURY,100,0.001397322,4,1,19890101,1,1,SUNBURY
10094239,DICL,SUNBURY,100,0.01494104,4,1,19890101,1,1,SUNBURY
10094241,PVC,SUNBURY,100,0.001789737,4,1,19890101,1,1,SUNBURY
10094242,PVC,SUNBURY,100,0.039991489,4,1,19890101,1,1,SUNBURY
10094247,PVC,SUNBURY,100,0.029556252999999998,4,1,19890101,1,1,SUNBURY
10094249,DICL,SUNBURY,100,0.004964597,4,1,19890101,1,1,SUNBURY
10094250,DICL,SUNBURY,100,0.004839421,4,1,19890101,1,1,SUNBURY
10094251,PVC,SUNBURY,100,0.046877559000000006,4,1,19890101,1,1,SUNBURY
10093508,PVC,SUNBURY,100,0.001315001,4,1,19890101,1,1,SUNBURY
10093513,PVC,SUNBURY,100,0.0412385,4,1,19900101,1,1,SUNBURY
10101295,PVC,SUNBURY,100,0.00380887,4,1,19780101,1,1,SUNBURY
10100877,CICL,SUNBURY,100,0.019281496999999998,4,2,19780101,2,2,SUNBURY
10100879,PVC,SUNBURY,100,0.008071259,4,2,19780101,2,2,SUNBURY
10100882,PVC,SUNBURY,100,0.002552256,4,1,19780101,1,1,SUNBURY
10100888,CICL,SUNBURY,100,0.024747854,4,1,19780101,1,1,SUNBURY
10100925,PVC,SUNBURY,100,0.001684577,4,1,19860101,1,1,SUNBURY
10091763,PVC,SUNBURY,100,0.000999999,4,1,20020101,1,1,SUNBURY
10091767,DICL,SUNBURY,100,0.031029171,4,1,20020101,1,1,SUNBURY
10091769,DICL,SUNBURY,100,0.001599989,4,1,20020101,1,1,SUNBURY
10100653,PVC,SUNBURY,100,0.09317458099999999,4,1,19910101,1,1,SUNBURY
10095956,PVC,SUNBURY,100,0.06783443,4,1,19900101,1,1,SUNBURY
10096139,PVC,SUNBURY,100,0.006739203,4,1,19750101,1,1,SUNBURY
10096140,PVC,SUNBURY,100,0.003232156,4,1,19750101,1,1,SUNBURY
10096142,PVC,SUNBURY,100,0.055502841,4,1,19750101,1,1,SUNBURY
10096143,PVC,SUNBURY,100,0.020732273,4,1,19750101,1,1,SUNBURY
10096154,PVC,SUNBURY,100,0.0067773880000000005,4,1,19750101,1,1,SUNBURY
10096155,PVC,SUNBURY,100,0.002529894,4,1,19750101,1,1,SUNBURY
10096157,PVC,SUNBURY,100,0.046645405,4,1,19750101,1,1,SUNBURY
10096171,AC,SUNBURY,100,0.031700201000000004,4,1,19750101,1,1,SUNBURY
10096174,AC,SUNBURY,100,0.058392902999999996,4,1,19750101,1,1,SUNBURY
10096176,AC,SUNBURY,100,0.008696125,4,1,19750101,1,1,SUNBURY
10096183,CICL,SUNBURY,100,0.009767371,4,2,19750101,2,2,SUNBURY
10096186,AC,SUNBURY,100,0.032491789,4,2,19750101,2,2,SUNBURY
10096190,CICL,SUNBURY,100,0.02115818,4,1,19750101,1,1,SUNBURY
10096191,AC,SUNBURY,100,0.0015903970000000001,4,1,19750101,1,1,SUNBURY
10096194,AC,SUNBURY,100,0.040697645,4,1,19750101,1,1,SUNBURY
10096195,AC,SUNBURY,100,0.037709728,4,1,19750101,1,1,SUNBURY
10096226,AC,SUNBURY,100,0.036450455,4,1,19750101,1,1,SUNBURY
10096228,PVC,SUNBURY,100,0.093734825,4,1,19750101,1,1,SUNBURY
10096232,PVC,SUNBURY,100,0.024337163,4,1,19760101,1,1,SUNBURY
10097212,AC,SUNBURY,100,0.045987642999999995,4,1,19620101,1,1,SUNBURY
10092085,AC,SUNBURY,100,0.080010439,4,1,19660101,1,1,SUNBURY
10092111,PVC,SUNBURY,100,0.001299864,4,1,19750101,1,1,SUNBURY
10092112,PVC,SUNBURY,100,0.04580208400000001,4,1,19750101,1,1,SUNBURY
10092123,AC,SUNBURY,100,0.035984465,4,1,19710101,1,1,SUNBURY
10092125,AC,SUNBURY,100,0.003349584,4,1,19710101,1,1,SUNBURY
10092127,AC,SUNBURY,100,0.051411344000000005,4,1,19750101,1,1,SUNBURY
10092177,AC,SUNBURY,100,0.111662441,4,1,19710101,1,1,SUNBURY
10092178,AC,SUNBURY,100,0.056022271,4,1,19710101,1,1,SUNBURY
10092190,AC,SUNBURY,100,0.166029223,4,1,19690101,1,1,SUNBURY
10096353,AC,SUNBURY,100,0.031356387,4,1,19620101,1,1,SUNBURY
10096355,AC,SUNBURY,100,0.041020443,4,1,19620101,1,1,SUNBURY
10096356,AC,SUNBURY,100,0.00481033,4,1,19620101,1,1,SUNBURY
10096357,AC,SUNBURY,100,0.003600453,4,1,19620101,1,1,SUNBURY
10096359,AC,SUNBURY,100,0.0026776770000000003,4,1,19620101,1,1,SUNBURY
10096361,AC,SUNBURY,100,0.0060412880000000006,4,1,19620101,1,1,SUNBURY
10096375,AC,SUNBURY,100,0.0903298,4,1,19750101,1,1,SUNBURY
10147669,PVC,DARLEY,100,0.007934544,4,1,19850101,1,1,DARLEY
10147671,PVC,DARLEY,100,0.008532281999999999,4,1,19850101,1,1,DARLEY
10147677,PVC,MADDINGLEY,150,0.001908585,4,1,19790101,1,1,MADDINGLEY
11337325,PVC,SUNBURY,100,0.09354504400000001,4,1,20040714,1,1,SUNBURY
11337327,PVC,SUNBURY,100,0.037677993,4,1,20040714,1,1,SUNBURY
11337329,PVC,SUNBURY,100,0.024490992000000003,4,1,20040714,1,1,SUNBURY
10102079,PVC,SUNBURY,100,0.010233021,4,1,19780101,1,1,SUNBURY
10102081,PVC,SUNBURY,100,0.003627499,4,1,19780101,1,1,SUNBURY
10092621,PVC,SUNBURY,100,0.010933287,4,1,19760101,1,1,SUNBURY
10092631,CICL,SUNBURY,100,0.012061543000000001,4,1,19760101,1,1,SUNBURY
10097509,AC,SUNBURY,100,0.035637755,4,1,19620101,1,1,SUNBURY
10097511,PVC,SUNBURY,100,0.057140007,4,1,19760101,1,1,SUNBURY
10097513,PVC,SUNBURY,100,0.002652598,4,1,19760101,1,1,SUNBURY
10097522,PVC,SUNBURY,100,0.08447243900000001,4,1,19920101,1,1,SUNBURY
10097524,PVC,SUNBURY,100,0.00230863,4,1,19920101,1,1,SUNBURY
10097545,PVC,SUNBURY,100,0.00538344,4,1,19960101,1,1,SUNBURY
10097546,DICL,SUNBURY,100,0.001254949,4,1,19960101,1,1,SUNBURY
10097562,DICL,SUNBURY,100,0.007291576,4,1,19940101,1,1,SUNBURY
10097563,PVC,SUNBURY,100,0.002194434,4,1,19940101,1,1,SUNBURY
10097565,PVC,SUNBURY,100,0.03662249,4,1,19940101,1,1,SUNBURY
10097567,PVC,SUNBURY,100,0.002263447,4,1,19940101,1,1,SUNBURY
10097568,DICL,SUNBURY,100,0.0014410120000000002,4,1,19940101,1,1,SUNBURY
10097689,PVC,SUNBURY,100,0.001850281,4,1,19920101,1,1,SUNBURY
10097719,DICL,SUNBURY,100,0.019403331,4,1,19940101,1,1,SUNBURY
10097720,PVC,SUNBURY,100,0.002821878,4,1,19940101,1,1,SUNBURY
10100927,DICL,SUNBURY,100,0.012432938000000001,4,1,19860101,1,1,SUNBURY
10100929,PVC,SUNBURY,100,0.079488617,4,1,19860101,1,1,SUNBURY
10100930,PVC,SUNBURY,100,0.065490557,4,1,19860101,1,1,SUNBURY
10100941,PVC,SUNBURY,100,0.0024180539999999998,4,1,19860101,1,1,SUNBURY
10100942,PVC,SUNBURY,100,0.041304642,4,1,19860101,1,1,SUNBURY
10100954,PVC,SUNBURY,100,0.002451842,4,1,19860101,1,1,SUNBURY
10100956,DICL,SUNBURY,100,0.011442713,4,1,19860101,1,1,SUNBURY
10097213,AC,SUNBURY,100,0.001331179,4,1,19620101,1,1,SUNBURY
10097214,AC,SUNBURY,100,0.017235592,4,1,19620101,1,1,SUNBURY
10097217,AC,SUNBURY,100,0.11000862199999999,4,1,19620101,1,1,SUNBURY
10097218,AC,SUNBURY,100,0.084247621,4,1,19620101,1,1,SUNBURY
10097221,AC,SUNBURY,100,0.035114041,4,1,19620101,1,1,SUNBURY
10097224,AC,SUNBURY,100,0.009018568000000001,4,1,19620101,1,1,SUNBURY
10097226,AC,SUNBURY,100,0.0504455,4,1,19620101,1,1,SUNBURY
10097227,AC,SUNBURY,100,0.075368274,4,1,19620101,1,1,SUNBURY
10096825,AC,SUNBURY,100,0.003251987,4,1,19620101,1,1,SUNBURY
10096827,AC,SUNBURY,100,0.074759786,4,1,19620101,1,1,SUNBURY
10096829,AC,SUNBURY,100,0.0043688040000000004,4,1,19620101,1,1,SUNBURY
10096831,AC,SUNBURY,100,0.002141083,4,1,19620101,1,1,SUNBURY
10084598,AC,SUNBURY,100,0.002224229,4,1,19690101,1,1,SUNBURY
10084600,AC,SUNBURY,100,0.021394125,4,1,19690101,1,1,SUNBURY
10084602,AC,SUNBURY,100,0.039808719,4,1,19690101,1,1,SUNBURY
10100209,DICL,SUNBURY,100,0.011601286,4,1,19910101,1,1,SUNBURY
10100211,PVC,SUNBURY,100,0.001720706,4,1,19910101,1,1,SUNBURY
10096233,PVC,SUNBURY,100,0.003759325,4,1,19760101,1,1,SUNBURY
10096235,PVC,SUNBURY,100,0.10904766699999999,4,1,19760101,1,1,SUNBURY
10096240,AC,SUNBURY,100,0.08897174,4,1,19750101,1,1,SUNBURY
10095547,AC,SUNBURY,100,0.005137939,4,1,19690101,1,1,SUNBURY
10082568,PVC,SUNBURY,100,0.018844358999999998,4,1,19900101,1,1,SUNBURY
10098350,PVC,SUNBURY,100,0.00195367,4,1,19870101,1,1,SUNBURY
10098353,PVC,SUNBURY,100,0.046000232,4,1,19800101,1,1,SUNBURY
10098354,PVC,SUNBURY,100,0.17357195,4,1,19800101,1,1,SUNBURY
10098381,PVC,SUNBURY,100,0.00554484,4,1,19860101,1,1,SUNBURY
10098393,PVC,SUNBURY,100,0.002007136,4,1,19860101,1,1,SUNBURY
10098395,DICL,SUNBURY,100,0.010999999,4,1,19860101,1,1,SUNBURY
10098397,PVC,SUNBURY,100,0.032647737,4,1,19860101,1,1,SUNBURY
10098399,PVC,SUNBURY,100,0.001760095,4,1,19860101,1,1,SUNBURY
10098400,PVC,SUNBURY,100,0.003785358,4,1,19860101,1,1,SUNBURY
10098401,PVC,SUNBURY,100,0.043645727999999995,4,1,19860101,1,1,SUNBURY
10098424,PVC,SUNBURY,100,0.00645049,4,1,19860101,1,1,SUNBURY
10098425,PVC,SUNBURY,100,0.029446187999999998,4,1,19860101,1,1,SUNBURY
10098433,PVC,SUNBURY,100,0.006023677,4,1,19860101,1,1,SUNBURY
10098434,PVC,SUNBURY,100,0.032332173,4,1,19860101,1,1,SUNBURY
10098456,PVC,SUNBURY,100,0.0553413,4,1,19930101,1,1,SUNBURY
10098457,PVC,SUNBURY,100,0.004411437,4,1,19930101,1,1,SUNBURY
10098458,DICL,SUNBURY,100,0.018464773,4,1,19930101,1,1,SUNBURY
10098460,DICL,SUNBURY,100,0.0056078180000000005,4,1,19930101,1,1,SUNBURY
10098083,AC,SUNBURY,100,0.036013437,4,2,19710101,2,2,SUNBURY
10098090,AC,SUNBURY,100,0.06416783,4,2,19710101,2,2,SUNBURY
10096377,AC,SUNBURY,100,0.0035641229999999998,4,1,19750101,1,1,SUNBURY
10096534,AC,SUNBURY,100,0.008653799,4,1,19700101,1,1,SUNBURY
10096536,AC,SUNBURY,100,0.0060566840000000005,4,1,19700101,1,1,SUNBURY
10096538,AC,SUNBURY,100,0.040589682,4,1,19700101,1,1,SUNBURY
10096544,AC,SUNBURY,100,0.088549609,4,1,19620101,1,1,SUNBURY
10096546,AC,SUNBURY,100,0.018923752,4,1,19620101,1,1,SUNBURY
10096551,AC,SUNBURY,100,0.039383926,4,1,19620101,1,1,SUNBURY
10096552,AC,SUNBURY,100,0.035713516,4,1,19620101,1,1,SUNBURY
10095906,PVC,SUNBURY,100,0.0014519070000000001,4,1,19910101,1,1,SUNBURY
10095908,PVC,SUNBURY,100,0.056110705999999996,4,1,19910101,1,1,SUNBURY
10095910,PVC,SUNBURY,100,0.088233693,4,1,19910101,1,1,SUNBURY
10095935,PVC,SUNBURY,100,0.001841837,4,1,19900101,1,1,SUNBURY
10095937,PVC,SUNBURY,100,0.066045283,4,1,19900101,1,1,SUNBURY
10095938,DICL,SUNBURY,100,0.017387375,4,1,19900101,1,1,SUNBURY
10095947,PVC,SUNBURY,100,0.094822639,4,1,19900101,1,1,SUNBURY
10095948,DICL,SUNBURY,100,0.017045341999999998,4,1,19900101,1,1,SUNBURY
10095950,PVC,SUNBURY,100,0.003102577,4,1,19900101,1,1,SUNBURY
10095951,PVC,SUNBURY,100,0.041145671,4,1,19900101,1,1,SUNBURY
10091402,PVC,SUNBURY,100,0.089329941,4,1,19920101,1,1,SUNBURY
10091403,PVC,SUNBURY,100,0.0016466570000000002,4,1,19920101,1,1,SUNBURY
11223261,PVC,SUNBURY,100,0.022513896000000002,4,1,20030101,1,1,SUNBURY
11223295,DICL,SUNBURY,100,0.013507452,4,1,20030101,1,1,SUNBURY
11223253,PVC,SUNBURY,100,0.075215598,4,1,20030101,1,1,SUNBURY
11223255,PVC,SUNBURY,100,0.06682592400000001,4,1,20030101,1,1,SUNBURY
11223257,DICL,SUNBURY,100,0.015399969,4,1,20030101,1,1,SUNBURY
10097721,PVC,SUNBURY,100,0.121856335,4,1,19940101,1,1,SUNBURY
10097722,PVC,SUNBURY,100,0.001974951,4,1,19940101,1,1,SUNBURY
10097726,PVC,SUNBURY,100,0.003100448,4,1,19940101,1,1,SUNBURY
10097730,DICL,SUNBURY,100,0.011235048000000001,4,1,19940101,1,1,SUNBURY
10097733,PVC,SUNBURY,100,0.002280967,4,1,19940101,1,1,SUNBURY
10097734,PVC,SUNBURY,100,0.038561567000000005,4,1,19940101,1,1,SUNBURY
10097736,PVC,SUNBURY,100,0.002298366,4,1,19940101,1,1,SUNBURY
10097738,DICL,SUNBURY,100,0.002090716,4,1,19940101,1,1,SUNBURY
10097742,DICL,SUNBURY,100,0.019205018,4,1,19940101,1,1,SUNBURY
10086325,PVC,NEW GISBORNE,100,0.003000023,4,1,19970101,1,1,NEW GISBORNE
10086327,PVC,NEW GISBORNE,100,0.003000023,4,1,19970101,1,1,NEW GISBORNE
10085558,PVC,SUNBURY,100,0.145002438,4,1,19820101,1,1,SUNBURY
10085559,PVC,SUNBURY,100,0.006191311,4,1,19820101,1,1,SUNBURY
10092406,PVC,SUNBURY,100,0.00151168,4,1,19840101,1,1,SUNBURY
10092409,DICL,SUNBURY,100,0.014988426000000001,4,1,19840101,1,1,SUNBURY
10092410,PVC,SUNBURY,100,0.015311064,4,1,19840101,1,1,SUNBURY
10092420,PVC,SUNBURY,100,0.002612817,4,1,19840101,1,1,SUNBURY
10092423,PVC,SUNBURY,100,0.052920159,4,1,19840101,1,1,SUNBURY
10085082,AC,SUNBURY,100,0.001872164,4,2,19660101,2,2,SUNBURY
10085478,AC,SUNBURY,100,0.034443981,4,1,19620101,1,1,SUNBURY
10085585,PVC,SUNBURY,100,0.09190540400000001,4,1,19830101,1,1,SUNBURY
10101195,PVC,SUNBURY,100,0.005074442,4,1,19840101,1,1,SUNBURY
10101196,PVC,SUNBURY,100,0.015684761000000002,4,1,19840101,1,1,SUNBURY
10101254,PVC,SUNBURY,100,0.019451429,4,1,19780101,1,1,SUNBURY
10100212,PVC,SUNBURY,100,0.020585975,4,1,19910101,1,1,SUNBURY
10100214,PVC,SUNBURY,100,0.024016303,4,1,19910101,1,1,SUNBURY
10100284,DICL,SUNBURY,100,0.011426569,4,1,19910101,1,1,SUNBURY
10100285,PVC,SUNBURY,100,0.04879750099999999,4,1,19910101,1,1,SUNBURY
10100286,PVC,SUNBURY,100,0.045258608,4,1,19910101,1,1,SUNBURY
10100287,PVC,SUNBURY,100,0.002077453,4,1,19910101,1,1,SUNBURY
10100289,PVC,SUNBURY,100,0.0033499709999999998,4,1,19910101,1,1,SUNBURY
10100348,PVC,SUNBURY,100,0.002212115,4,1,19910101,1,1,SUNBURY
10100351,PVC,SUNBURY,100,0.002800408,4,1,19910101,1,1,SUNBURY
10100353,PVC,SUNBURY,100,0.06246907,4,1,19910101,1,1,SUNBURY
10100354,PVC,SUNBURY,100,0.051267018,4,1,19910101,1,1,SUNBURY
10100356,PVC,SUNBURY,100,0.003526959,4,1,19910101,1,1,SUNBURY
10100358,DICL,SUNBURY,100,0.011145344,4,1,19910101,1,1,SUNBURY
10100378,PVC,SUNBURY,100,0.008464115,4,1,19910101,1,1,SUNBURY
10100379,PVC,SUNBURY,100,0.056748741,4,1,19910101,1,1,SUNBURY
10100381,PVC,SUNBURY,100,0.00596261,4,1,19910101,1,1,SUNBURY
10102349,AC,SUNBURY,100,0.066679368,4,1,19620101,1,1,SUNBURY
10102351,AC,SUNBURY,100,0.07782362599999999,4,1,19620101,1,1,SUNBURY
10102365,AC,SUNBURY,100,0.053594469000000006,4,1,19620101,1,1,SUNBURY
10102374,AC,SUNBURY,100,0.051336905,4,1,19620101,1,1,SUNBURY
10098096,AC,SUNBURY,100,0.050370085999999994,4,2,19710101,2,2,SUNBURY
10098152,PVC,SUNBURY,100,0.048004301,4,1,19780101,1,1,SUNBURY
10098153,PVC,SUNBURY,100,0.004492728,4,2,19780101,2,2,SUNBURY
10098168,PVC,SUNBURY,100,0.068702859,4,1,19780101,1,1,SUNBURY
10098170,PVC,SUNBURY,100,0.001933925,4,1,19780101,1,1,SUNBURY
10087158,PVC,LANCEFIELD,100,0.00117044,4,1,19900101,1,1,LANCEFIELD
10087160,PVC,LANCEFIELD,100,0.02304501,4,1,19900101,1,1,LANCEFIELD
10087197,PVC,LANCEFIELD,100,0.002000004,4,1,19930101,1,1,LANCEFIELD
10087198,PVC,LANCEFIELD,100,0.016058013,4,1,19930101,1,1,LANCEFIELD
10087199,PVC,LANCEFIELD,100,0.107504871,4,1,19930101,1,1,LANCEFIELD
10087257,PVC,ROMSEY,100,0.062230260999999995,4,1,19900101,1,1,ROMSEY
10087266,PVC,ROMSEY,100,0.015747661,4,1,19900101,1,1,ROMSEY
